2024-08-03 11:05:49.864 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on blood-transfusion-service-center (id=145836) with AutoGluon doing classification
2024-08-03 11:05:49.868 | INFO     | tabularbench.core.run_experiment:run_experiment:27 - Set seed to 0
2024-08-03 11:05:49.869 | INFO     | tabularbench.core.run_experiment:run_experiment:29 - We are using the following hyperparameters:
2024-08-03 11:05:49.870 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     time_limit: 3600
2024-08-03 11:05:49.871 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     num_cpus: 8
2024-08-03 11:05:49.923 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 1/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:05:59.796 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_0 :: train: 0.8562, val: 0.7867, test: 0.7467
2024-08-03 11:05:59.806 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 2/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:06:07.967 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_1 :: train: 0.8261, val: 0.7467, test: 0.8000
2024-08-03 11:06:07.976 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 3/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:06:17.401 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_2 :: train: 0.8010, val: 0.7467, test: 0.7733
2024-08-03 11:06:17.410 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 4/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:06:25.985 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_3 :: train: 0.7926, val: 0.8000, test: 0.8000
2024-08-03 11:06:25.995 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 5/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:06:33.742 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_4 :: train: 0.7977, val: 0.8000, test: 0.7867
2024-08-03 11:06:33.751 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 6/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:06:41.992 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_5 :: train: 0.8060, val: 0.8000, test: 0.7867
2024-08-03 11:06:42.016 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 7/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:06:49.535 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_6 :: train: 0.8244, val: 0.7867, test: 0.7733
2024-08-03 11:06:49.544 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 8/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:06:58.058 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_7 :: train: 0.8097, val: 0.7703, test: 0.8000
2024-08-03 11:06:58.076 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 9/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:07:06.583 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_8 :: train: 0.8567, val: 0.7568, test: 0.8243
2024-08-03 11:07:06.597 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 10/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:07:14.265 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_9 :: train: 0.8063, val: 0.7467, test: 0.7703
