2024-08-03 11:13:17.070 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on postoperative-patient-data (id=146210) with AutoGluon doing classification
2024-08-03 11:13:17.072 | INFO     | tabularbench.core.run_experiment:run_experiment:27 - Set seed to 0
2024-08-03 11:13:17.072 | INFO     | tabularbench.core.run_experiment:run_experiment:29 - We are using the following hyperparameters:
2024-08-03 11:13:17.073 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     time_limit: 3600
2024-08-03 11:13:17.073 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     num_cpus: 8
2024-08-03 11:13:17.111 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 1/10 of postoperative-patient-data (id=146210) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:13:23.680 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_0 :: train: 0.7143, val: 0.7778, test: 0.7778
2024-08-03 11:13:23.681 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 2/10 of postoperative-patient-data (id=146210) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:13:30.711 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_1 :: train: 0.6143, val: 0.5556, test: 0.8889
2024-08-03 11:13:30.712 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 3/10 of postoperative-patient-data (id=146210) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:13:37.057 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_2 :: train: 0.7143, val: 0.7778, test: 0.7778
2024-08-03 11:13:37.057 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 4/10 of postoperative-patient-data (id=146210) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:13:43.564 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_3 :: train: 0.7286, val: 0.6667, test: 0.7778
2024-08-03 11:13:43.564 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 5/10 of postoperative-patient-data (id=146210) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:13:50.113 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_4 :: train: 0.8714, val: 0.3333, test: 0.5556
2024-08-03 11:13:50.114 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 6/10 of postoperative-patient-data (id=146210) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:13:56.519 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_5 :: train: 0.7857, val: 0.6667, test: 0.6667
2024-08-03 11:13:56.520 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 7/10 of postoperative-patient-data (id=146210) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:14:03.202 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_6 :: train: 0.7429, val: 0.6667, test: 0.6667
2024-08-03 11:14:03.203 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 8/10 of postoperative-patient-data (id=146210) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:14:10.179 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_7 :: train: 0.7606, val: 0.6250, test: 0.6667
2024-08-03 11:14:10.180 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 9/10 of postoperative-patient-data (id=146210) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:14:17.216 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_8 :: train: 0.7222, val: 0.7500, test: 0.7500
2024-08-03 11:14:17.217 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 10/10 of postoperative-patient-data (id=146210) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:14:24.046 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_9 :: train: 0.7183, val: 0.7778, test: 0.7500
2024-08-03 11:14:24.047 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on postoperative-patient-data (id=146210) with AutoGluon doing CLASSIFICATION
2024-08-03 11:14:24.047 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-03 11:14:24.049 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 0.7143, val: 0.7778, test: 0.7778
2024-08-03 11:14:24.050 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 0.6143, val: 0.5556, test: 0.8889
2024-08-03 11:14:24.050 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 0.7143, val: 0.7778, test: 0.7778
2024-08-03 11:14:24.051 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_3 :: train: 0.7286, val: 0.6667, test: 0.7778
2024-08-03 11:14:24.052 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_4 :: train: 0.8714, val: 0.3333, test: 0.5556
2024-08-03 11:14:24.053 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_5 :: train: 0.7857, val: 0.6667, test: 0.6667
2024-08-03 11:14:24.054 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_6 :: train: 0.7429, val: 0.6667, test: 0.6667
2024-08-03 11:14:24.055 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_7 :: train: 0.7606, val: 0.6250, test: 0.6667
2024-08-03 11:14:24.056 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_8 :: train: 0.7222, val: 0.7500, test: 0.7500
2024-08-03 11:14:24.057 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_9 :: train: 0.7183, val: 0.7778, test: 0.7500
2024-08-03 11:14:24.058 | INFO     | tabularbench.core.run_experiment:run_experiment:53 - cv_average :: train: 0.7373, val: 0.6597, test: 0.7278
