2024-08-09 16:00:01.676 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on LED-display-domain-7digit (id=125921) with AutoGluon doing classification
2024-08-09 16:00:01.679 | INFO     | tabularbench.core.run_experiment:run_experiment:27 - Set seed to 0
2024-08-09 16:00:01.679 | INFO     | tabularbench.core.run_experiment:run_experiment:29 - We are using the following hyperparameters:
2024-08-09 16:00:01.680 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     time_limit: 300
2024-08-09 16:00:01.680 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     num_cpus: 8
2024-08-09 16:00:01.779 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 1/10 of LED-display-domain-7digit (id=125921) with AUTOGLUON doing CLASSIFICATION
2024-08-09 16:05:53.901 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 16:06:17.138 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 16:06:26.485 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 16:06:36.069 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_0 :: train: 0.7750, val: 0.8000, test: 0.7600
2024-08-09 16:06:36.088 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 2/10 of LED-display-domain-7digit (id=125921) with AUTOGLUON doing CLASSIFICATION
2024-08-09 16:11:37.320 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 16:11:46.442 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 16:11:50.265 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 16:11:54.781 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_1 :: train: 0.7700, val: 0.7200, test: 0.7600
2024-08-09 16:11:54.824 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 3/10 of LED-display-domain-7digit (id=125921) with AUTOGLUON doing CLASSIFICATION
2024-08-09 16:17:48.859 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 16:17:57.115 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 16:18:00.773 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 16:18:04.198 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_2 :: train: 0.7725, val: 0.7400, test: 0.7000
2024-08-09 16:18:04.216 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 4/10 of LED-display-domain-7digit (id=125921) with AUTOGLUON doing CLASSIFICATION
2024-08-09 16:24:40.244 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 16:24:56.933 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 16:25:05.515 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 16:25:14.094 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_3 :: train: 0.7675, val: 0.8400, test: 0.7200
2024-08-09 16:25:14.112 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 5/10 of LED-display-domain-7digit (id=125921) with AUTOGLUON doing CLASSIFICATION
2024-08-09 16:30:27.306 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 16:30:42.106 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 16:30:51.214 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 16:30:59.942 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_4 :: train: 0.7875, val: 0.6600, test: 0.8200
2024-08-09 16:30:59.963 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 6/10 of LED-display-domain-7digit (id=125921) with AUTOGLUON doing CLASSIFICATION
2024-08-09 16:36:02.758 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 16:37:24.337 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 16:37:55.529 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 16:38:26.214 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_5 :: train: 0.7850, val: 0.6600, test: 0.6400
2024-08-09 16:38:26.226 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 7/10 of LED-display-domain-7digit (id=125921) with AUTOGLUON doing CLASSIFICATION
2024-08-09 16:43:26.721 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 16:43:41.646 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 16:43:45.966 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 16:43:50.243 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_6 :: train: 0.7900, val: 0.6800, test: 0.7000
2024-08-09 16:43:50.255 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 8/10 of LED-display-domain-7digit (id=125921) with AUTOGLUON doing CLASSIFICATION
2024-08-09 16:48:48.837 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 16:49:02.935 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 16:49:06.711 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 16:49:10.458 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_7 :: train: 0.7850, val: 0.6200, test: 0.7200
2024-08-09 16:49:10.470 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 9/10 of LED-display-domain-7digit (id=125921) with AUTOGLUON doing CLASSIFICATION
2024-08-09 16:54:11.585 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 16:54:37.025 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 16:54:42.127 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 16:54:47.260 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_8 :: train: 0.7875, val: 0.7600, test: 0.6400
2024-08-09 16:54:47.271 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 10/10 of LED-display-domain-7digit (id=125921) with AUTOGLUON doing CLASSIFICATION
2024-08-09 16:59:49.144 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 16:59:59.182 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 17:00:04.477 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 17:00:09.725 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_9 :: train: 0.7825, val: 0.7200, test: 0.7800
2024-08-09 17:00:09.727 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on LED-display-domain-7digit (id=125921) with AutoGluon doing CLASSIFICATION
2024-08-09 17:00:09.728 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-09 17:00:09.729 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 0.7750, val: 0.8000, test: 0.7600
2024-08-09 17:00:09.730 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 0.7700, val: 0.7200, test: 0.7600
2024-08-09 17:00:09.731 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 0.7725, val: 0.7400, test: 0.7000
2024-08-09 17:00:09.732 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_3 :: train: 0.7675, val: 0.8400, test: 0.7200
2024-08-09 17:00:09.733 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_4 :: train: 0.7875, val: 0.6600, test: 0.8200
2024-08-09 17:00:09.734 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_5 :: train: 0.7850, val: 0.6600, test: 0.6400
2024-08-09 17:00:09.735 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_6 :: train: 0.7900, val: 0.6800, test: 0.7000
2024-08-09 17:00:09.736 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_7 :: train: 0.7850, val: 0.6200, test: 0.7200
2024-08-09 17:00:09.737 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_8 :: train: 0.7875, val: 0.7600, test: 0.6400
2024-08-09 17:00:09.738 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_9 :: train: 0.7825, val: 0.7200, test: 0.7800
2024-08-09 17:00:09.739 | INFO     | tabularbench.core.run_experiment:run_experiment:53 - cv_average :: train: 0.7802, val: 0.7200, test: 0.7240
