2024-08-03 11:31:31.883 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on banknote-authentication (id=10093) with AutoGluon doing classification
2024-08-03 11:31:31.885 | INFO     | tabularbench.core.run_experiment:run_experiment:27 - Set seed to 0
2024-08-03 11:31:31.885 | INFO     | tabularbench.core.run_experiment:run_experiment:29 - We are using the following hyperparameters:
2024-08-03 11:31:31.885 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     time_limit: 3600
2024-08-03 11:31:31.886 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     num_cpus: 8
2024-08-03 11:31:31.930 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 1/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:31:42.080 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_0 :: train: 1.0000, val: 1.0000, test: 0.9928
2024-08-03 11:31:42.111 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 2/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:31:51.787 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_1 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-03 11:31:51.807 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 3/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:32:01.476 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_2 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-03 11:32:01.492 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 4/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:32:10.746 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_3 :: train: 1.0000, val: 0.9927, test: 0.9927
2024-08-03 11:32:10.769 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 5/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:32:19.648 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_4 :: train: 1.0000, val: 0.9927, test: 1.0000
2024-08-03 11:32:19.673 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 6/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:32:29.014 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_5 :: train: 1.0000, val: 1.0000, test: 0.9927
2024-08-03 11:32:29.033 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 7/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:32:38.943 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_6 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-03 11:32:38.967 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 8/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:32:48.577 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_7 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-03 11:32:48.592 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 9/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:32:57.749 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_8 :: train: 0.9900, val: 0.9927, test: 0.9635
2024-08-03 11:32:57.764 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 10/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:33:07.229 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_9 :: train: 1.0000, val: 0.9928, test: 1.0000
2024-08-03 11:33:07.232 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on banknote-authentication (id=10093) with AutoGluon doing CLASSIFICATION
2024-08-03 11:33:07.232 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-03 11:33:07.234 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 1.0000, val: 1.0000, test: 0.9928
2024-08-03 11:33:07.236 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-03 11:33:07.237 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-03 11:33:07.239 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_3 :: train: 1.0000, val: 0.9927, test: 0.9927
2024-08-03 11:33:07.240 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_4 :: train: 1.0000, val: 0.9927, test: 1.0000
2024-08-03 11:33:07.242 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_5 :: train: 1.0000, val: 1.0000, test: 0.9927
2024-08-03 11:33:07.243 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_6 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-03 11:33:07.244 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_7 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-03 11:33:07.245 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_8 :: train: 0.9900, val: 0.9927, test: 0.9635
2024-08-03 11:33:07.246 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_9 :: train: 1.0000, val: 0.9928, test: 1.0000
2024-08-03 11:33:07.248 | INFO     | tabularbench.core.run_experiment:run_experiment:53 - cv_average :: train: 0.9990, val: 0.9971, test: 0.9942
