2024-08-03 10:44:58.578 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on default-of-credit-card-clients (id=45020) with AutoGluon doing classification
2024-08-03 10:44:58.580 | INFO     | tabularbench.core.run_experiment:run_experiment:27 - Set seed to 6
2024-08-03 10:44:58.581 | INFO     | tabularbench.core.run_experiment:run_experiment:29 - We are using the following hyperparameters:
2024-08-03 10:44:58.581 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     time_limit: 3600
2024-08-03 10:44:58.582 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     num_cpus: 8
2024-08-03 10:44:58.753 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 1/3 of default-of-credit-card-clients (id=45020) with AUTOGLUON doing CLASSIFICATION
2024-08-03 10:45:28.462 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_0 :: train: 0.7596, val: 0.6910, test: 0.7127
2024-08-03 10:45:28.596 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 2/3 of default-of-credit-card-clients (id=45020) with AUTOGLUON doing CLASSIFICATION
2024-08-03 10:45:56.760 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_1 :: train: 0.9037, val: 0.6843, test: 0.7199
2024-08-03 10:45:56.885 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 3/3 of default-of-credit-card-clients (id=45020) with AUTOGLUON doing CLASSIFICATION
2024-08-03 10:46:30.344 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_2 :: train: 0.8685, val: 0.6893, test: 0.7148
2024-08-03 10:46:30.346 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on default-of-credit-card-clients (id=45020) with AutoGluon doing CLASSIFICATION
2024-08-03 10:46:30.346 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-03 10:46:30.347 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 0.7596, val: 0.6910, test: 0.7127
2024-08-03 10:46:30.348 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 0.9037, val: 0.6843, test: 0.7199
2024-08-03 10:46:30.349 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 0.8685, val: 0.6893, test: 0.7148
2024-08-03 10:46:30.351 | INFO     | tabularbench.core.run_experiment:run_experiment:53 - cv_average :: train: 0.8439, val: 0.6882, test: 0.7158
