2024-04-28 21:14:16.648 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on jannis (id=45021) with Foundation doing classification
2024-04-28 21:14:16.649 | INFO     | tabularbench.core.run_experiment:run_experiment:27 - Set seed to 6
2024-04-28 21:14:16.649 | INFO     | tabularbench.core.run_experiment:run_experiment:29 - We are using the following hyperparameters:
2024-04-28 21:14:16.649 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     n_features: 100
2024-04-28 21:14:16.650 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     n_classes: 10
2024-04-28 21:14:16.650 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     dim: 512
2024-04-28 21:14:16.650 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     n_layers: 12
2024-04-28 21:14:16.650 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     n_heads: 4
2024-04-28 21:14:16.650 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     attn_dropout: 0.0
2024-04-28 21:14:16.650 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     y_as_float_embedding: True
2024-04-28 21:14:16.651 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     linear_attention: False
2024-04-28 21:14:16.651 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     max_samples_support: 2048
2024-04-28 21:14:16.651 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     max_samples_query: 1024
2024-04-28 21:14:16.651 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     max_epochs: 300
2024-04-28 21:14:16.651 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     optimizer: adamw
2024-04-28 21:14:16.652 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     lr: 1e-05
2024-04-28 21:14:16.652 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     weight_decay: 0
2024-04-28 21:14:16.652 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     lr_scheduler: False
2024-04-28 21:14:16.652 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     lr_scheduler_patience: 30
2024-04-28 21:14:16.652 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     early_stopping_patience: 40
2024-04-28 21:14:16.652 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     use_pretrained_weights: True
2024-04-28 21:14:16.653 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     path_to_weights: outputs_done/foundation_mix_600k_finetune/weights/model_step_600000.pt
2024-04-28 21:14:16.653 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     n_ensembles: 1
2024-04-28 21:14:16.653 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     use_quantile_transformer: True
2024-04-28 21:14:16.653 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     use_feature_count_scaling: True
2024-04-28 21:14:17.456 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 1/1 of jannis (id=45021) with FOUNDATION doing CLASSIFICATION
2024-04-28 21:14:19.658 | INFO     | tabularbench.core.trainer_finetune:train:83 - Epoch 000 | Train loss: -.---- | Train score: -.---- | Val loss: 0.5311 | Val score: 0.7210
2024-04-28 21:14:19.961 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 001 | Train loss: 0.5390 | Train score: 0.7314 | Val loss: 0.5241 | Val score: 0.7320
2024-04-28 21:14:20.172 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 002 | Train loss: 0.5207 | Train score: 0.7334 | Val loss: 0.5256 | Val score: 0.7435
2024-04-28 21:14:20.387 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 003 | Train loss: 0.5228 | Train score: 0.7393 | Val loss: 0.5131 | Val score: 0.7385
2024-04-28 21:14:20.598 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 004 | Train loss: 0.4785 | Train score: 0.7715 | Val loss: 0.5188 | Val score: 0.7470
2024-04-28 21:14:20.816 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 005 | Train loss: 0.4923 | Train score: 0.7607 | Val loss: 0.5069 | Val score: 0.7450
2024-04-28 21:14:21.026 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 006 | Train loss: 0.5030 | Train score: 0.7451 | Val loss: 0.5203 | Val score: 0.7350
2024-04-28 21:14:21.248 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 007 | Train loss: 0.4848 | Train score: 0.7754 | Val loss: 0.5080 | Val score: 0.7365
2024-04-28 21:14:21.472 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 008 | Train loss: 0.5309 | Train score: 0.7344 | Val loss: 0.5052 | Val score: 0.7465
2024-04-28 21:14:21.691 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 009 | Train loss: 0.5031 | Train score: 0.7588 | Val loss: 0.5008 | Val score: 0.7460
2024-04-28 21:14:21.899 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 010 | Train loss: 0.4828 | Train score: 0.7764 | Val loss: 0.5085 | Val score: 0.7475
2024-04-28 21:14:22.123 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 011 | Train loss: 0.4998 | Train score: 0.7539 | Val loss: 0.5028 | Val score: 0.7445
2024-04-28 21:14:22.332 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 012 | Train loss: 0.4863 | Train score: 0.7598 | Val loss: 0.5087 | Val score: 0.7365
2024-04-28 21:14:22.540 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 013 | Train loss: 0.5080 | Train score: 0.7510 | Val loss: 0.5145 | Val score: 0.7365
2024-04-28 21:14:22.759 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 014 | Train loss: 0.5078 | Train score: 0.7461 | Val loss: 0.5019 | Val score: 0.7465
2024-04-28 21:14:22.971 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 015 | Train loss: 0.4885 | Train score: 0.7646 | Val loss: 0.5103 | Val score: 0.7460
2024-04-28 21:14:23.192 | INFO     | tabularbench.core.trainer_finetune:train:94 - Epoch 016 | Train loss: 0.4692 | Train score: 0.7686 | Val loss: 0.5107 | Val score: 0.7405
