2024-08-09 19:21:39.528 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on analcatdata_authorship (id=3549) with AutoGluon doing classification
2024-08-09 19:21:39.530 | INFO     | tabularbench.core.run_experiment:run_experiment:27 - Set seed to 0
2024-08-09 19:21:39.530 | INFO     | tabularbench.core.run_experiment:run_experiment:29 - We are using the following hyperparameters:
2024-08-09 19:21:39.531 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     time_limit: 300
2024-08-09 19:21:39.531 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     num_cpus: 8
2024-08-09 19:21:39.706 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 1/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-09 19:26:45.270 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 19:26:46.560 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 19:26:47.729 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 19:26:48.830 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_0 :: train: 1.0000, val: 1.0000, test: 0.9882
2024-08-09 19:26:48.985 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 2/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-09 19:31:49.111 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 19:32:01.446 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 19:32:05.699 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 19:32:10.116 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_1 :: train: 1.0000, val: 0.9762, test: 1.0000
2024-08-09 19:32:10.267 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 3/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-09 19:37:12.593 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 19:37:24.534 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 19:37:28.794 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 19:37:33.194 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_2 :: train: 1.0000, val: 1.0000, test: 0.9881
2024-08-09 19:37:33.345 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 4/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-09 19:42:35.380 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 19:42:47.566 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 19:42:51.887 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 19:42:56.201 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_3 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 19:42:56.351 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 5/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-09 19:47:56.578 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 19:48:08.730 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 19:48:13.139 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 19:48:17.486 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_4 :: train: 1.0000, val: 0.9881, test: 1.0000
2024-08-09 19:48:17.698 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 6/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-09 19:53:22.839 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 19:54:02.191 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 19:54:08.128 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 19:54:14.063 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_5 :: train: 1.0000, val: 0.9881, test: 0.9881
2024-08-09 19:54:14.210 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 7/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-09 19:59:18.840 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 19:59:30.945 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 19:59:35.207 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 19:59:39.496 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_6 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 19:59:39.645 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 8/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-09 20:04:43.581 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 20:04:55.480 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 20:04:59.783 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 20:05:04.142 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_7 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 20:05:04.297 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 9/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-09 20:10:08.208 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 20:10:20.317 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 20:10:24.709 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 20:10:29.115 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_8 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 20:10:29.264 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 10/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-09 20:15:31.637 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 20:15:43.637 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 20:15:47.936 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 20:15:52.239 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_9 :: train: 1.0000, val: 0.9882, test: 1.0000
2024-08-09 20:15:52.241 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on analcatdata_authorship (id=3549) with AutoGluon doing CLASSIFICATION
2024-08-09 20:15:52.241 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-09 20:15:52.243 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 1.0000, val: 1.0000, test: 0.9882
2024-08-09 20:15:52.244 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 1.0000, val: 0.9762, test: 1.0000
2024-08-09 20:15:52.245 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 1.0000, val: 1.0000, test: 0.9881
