2024-03-21 08:18:46.630 | INFO     | __main__:main:25 - Finished creating main config
2024-03-21 08:18:46.631 | DEBUG    | __main__:check_existence_of_benchmark_results_csv:50 - Found data/reformatted_results_whytrees.nc
2024-03-21 08:18:46.631 | DEBUG    | __main__:check_existence_of_benchmark_results_csv:56 - Found data/reformatted_results_tabzilla.nc
2024-03-21 08:18:46.639 | INFO     | __main__:main:34 - Start benchmark sweep for tabzilla_has_completed_runs
2024-03-21 08:18:46.639 | INFO     | tabularbench.sweeps.run_sweep:run_sweep:23 - Start default search for Foundation on tabzilla_has_completed_runs
2024-03-21 08:18:46.646 | INFO     | tabularbench.sweeps.run_sweep:log_ignore_datasets:226 - All openml datasets in the benchmark will be used, non ignored
2024-03-21 08:18:50.049 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 0 runs are busy and 0 runs have been attempted
2024-03-21 08:18:50.258 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset monks-problems-2 (id=146065)
2024-03-21 08:18:50.437 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:1 is found and grabbed
2024-03-21 08:18:50.442 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 1 runs are busy and 1 runs have been attempted
2024-03-21 08:18:50.615 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset LED-display-domain-7digit (id=125921)
2024-03-21 08:18:50.789 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:3 is found and grabbed
2024-03-21 08:18:50.794 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 2 runs are busy and 2 runs have been attempted
2024-03-21 08:18:50.927 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset fri_c0_100_5 (id=3620)
2024-03-21 08:18:51.018 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:4 is found and grabbed
2024-03-21 08:18:51.022 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 3 runs have been attempted
2024-03-21 08:18:51.194 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset tic-tac-toe (id=49)
2024-03-21 08:18:51.345 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:5 is found and grabbed
2024-03-21 08:18:51.349 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 4 runs are busy and 4 runs have been attempted
2024-03-21 08:18:51.458 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset pc3 (id=3903)
2024-03-21 08:18:51.628 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:6 is found and grabbed
2024-03-21 08:18:51.633 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 5 runs are busy and 5 runs have been attempted
2024-03-21 08:18:51.731 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset visualizing_environmental (id=3602)
2024-03-21 08:19:28.812 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:0 is found and grabbed
2024-03-21 08:19:28.818 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 5 runs are busy and 6 runs have been attempted
2024-03-21 08:19:29.007 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset blood-transfusion-service-center (id=145836)
2024-03-21 08:19:29.405 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (3 runs total) to outputs/2024-03-21/08-18-46/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-21 08:19:29.406 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:6 is found and grabbed
2024-03-21 08:19:29.411 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 4 runs are busy and 7 runs have been attempted
2024-03-21 08:19:29.595 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset satimage (id=2074)
2024-03-21 08:19:29.898 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (3 runs total) to outputs/2024-03-21/08-18-46/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-21 08:19:29.899 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:3 is found and grabbed
2024-03-21 08:19:29.903 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 5 runs are busy and 8 runs have been attempted
