2024-08-09 09:51:07.353 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on blood-transfusion-service-center (id=10101) with AutoGluon doing classification
2024-08-09 09:51:07.356 | INFO     | tabularbench.core.run_experiment:run_experiment:27 - Set seed to 0
2024-08-09 09:51:07.357 | INFO     | tabularbench.core.run_experiment:run_experiment:29 - We are using the following hyperparameters:
2024-08-09 09:51:07.357 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     time_limit: 300
2024-08-09 09:51:07.357 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     num_cpus: 8
2024-08-09 09:51:07.400 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 1/10 of blood-transfusion-service-center (id=10101) with AUTOGLUON doing CLASSIFICATION
2024-08-09 09:56:13.048 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 09:56:36.594 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 09:56:43.743 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 09:56:50.889 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_0 :: train: 0.8027, val: 0.7867, test: 0.7600
2024-08-09 09:56:50.899 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 2/10 of blood-transfusion-service-center (id=10101) with AUTOGLUON doing CLASSIFICATION
2024-08-09 10:01:50.067 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 10:04:04.326 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 10:04:42.298 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 10:05:19.601 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_1 :: train: 0.7926, val: 0.7467, test: 0.8000
2024-08-09 10:05:19.611 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 3/10 of blood-transfusion-service-center (id=10101) with AUTOGLUON doing CLASSIFICATION
2024-08-09 10:10:22.486 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 10:12:29.562 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 10:13:05.825 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 10:13:42.254 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_2 :: train: 0.7893, val: 0.7600, test: 0.7600
2024-08-09 10:13:42.264 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 4/10 of blood-transfusion-service-center (id=10101) with AUTOGLUON doing CLASSIFICATION
2024-08-09 10:18:43.999 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 10:18:49.670 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 10:18:51.385 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 10:18:53.281 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_3 :: train: 0.8043, val: 0.8267, test: 0.7733
