2024-08-09 07:10:42.603 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on Click_prediction_small (id=190408) with AutoGluon doing classification
2024-08-09 07:10:42.606 | INFO     | tabularbench.core.run_experiment:run_experiment:27 - Set seed to 0
2024-08-09 07:10:42.607 | INFO     | tabularbench.core.run_experiment:run_experiment:29 - We are using the following hyperparameters:
2024-08-09 07:10:42.607 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     time_limit: 300
2024-08-09 07:10:42.607 | INFO     | tabularbench.core.run_experiment:run_experiment:31 -     num_cpus: 8
2024-08-09 07:10:42.709 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 1/10 of Click_prediction_small (id=190408) with AUTOGLUON doing CLASSIFICATION
2024-08-09 07:15:51.198 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 07:15:51.988 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 07:15:52.115 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 07:15:52.244 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_0 :: train: 0.8469, val: 0.8401, test: 0.8368
2024-08-09 07:15:52.294 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 2/10 of Click_prediction_small (id=190408) with AUTOGLUON doing CLASSIFICATION
2024-08-09 07:20:55.192 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 07:39:56.281 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 07:42:28.309 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 07:44:56.246 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_1 :: train: 0.8481, val: 0.8375, test: 0.8406
2024-08-09 07:44:56.293 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 3/10 of Click_prediction_small (id=190408) with AUTOGLUON doing CLASSIFICATION
2024-08-09 07:50:00.475 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 08:08:38.580 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 08:11:11.025 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 08:13:44.100 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_2 :: train: 0.8613, val: 0.8393, test: 0.8383
2024-08-09 08:13:44.146 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 4/10 of Click_prediction_small (id=190408) with AUTOGLUON doing CLASSIFICATION
2024-08-09 08:18:46.133 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 08:42:32.950 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 08:45:42.082 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 08:48:49.232 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_3 :: train: 0.8518, val: 0.8375, test: 0.8380
2024-08-09 08:48:49.280 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 5/10 of Click_prediction_small (id=190408) with AUTOGLUON doing CLASSIFICATION
2024-08-09 08:53:53.299 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 09:09:35.282 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 09:11:42.905 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 09:13:50.267 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_4 :: train: 0.8545, val: 0.8385, test: 0.8388
2024-08-09 09:13:50.315 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 6/10 of Click_prediction_small (id=190408) with AUTOGLUON doing CLASSIFICATION
2024-08-09 09:18:53.445 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 09:29:54.098 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 09:31:25.501 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 09:32:55.318 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_5 :: train: 0.8518, val: 0.8363, test: 0.8375
2024-08-09 09:32:55.367 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 7/10 of Click_prediction_small (id=190408) with AUTOGLUON doing CLASSIFICATION
2024-08-09 09:38:01.595 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 09:38:02.905 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 09:38:03.885 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 09:38:04.858 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_6 :: train: 0.8410, val: 0.8360, test: 0.8355
2024-08-09 09:38:04.906 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 8/10 of Click_prediction_small (id=190408) with AUTOGLUON doing CLASSIFICATION
2024-08-09 09:43:09.216 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 09:53:56.468 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 09:55:27.126 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 09:56:58.157 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_7 :: train: 0.8710, val: 0.8343, test: 0.8370
2024-08-09 09:56:58.204 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 9/10 of Click_prediction_small (id=190408) with AUTOGLUON doing CLASSIFICATION
2024-08-09 10:02:06.161 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 10:02:06.814 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 10:02:07.026 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
