2024-03-20 14:55:32.984 | INFO     | __main__:main:25 - Finished creating main config
2024-03-20 14:55:32.985 | DEBUG    | __main__:check_existence_of_benchmark_results_csv:50 - Found data/reformatted_results_whytrees.nc
2024-03-20 14:55:32.985 | DEBUG    | __main__:check_existence_of_benchmark_results_csv:56 - Found data/reformatted_results_tabzilla.nc
2024-03-20 14:55:32.994 | INFO     | __main__:main:34 - Start benchmark sweep for tabzilla_has_completed_runs
2024-03-20 14:55:32.994 | INFO     | tabularbench.sweeps.run_sweep:run_sweep:23 - Start default search for Foundation on tabzilla_has_completed_runs
2024-03-20 14:55:33.001 | INFO     | tabularbench.sweeps.run_sweep:log_ignore_datasets:226 - All openml datasets in the benchmark will be used, non ignored
2024-03-20 14:55:37.046 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 0 runs are busy and 0 runs have been attempted
2024-03-20 14:55:37.251 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset monks-problems-2 (id=146065)
2024-03-20 14:55:37.434 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:4 is found and grabbed
2024-03-20 14:55:37.440 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 1 runs are busy and 1 runs have been attempted
2024-03-20 14:55:37.649 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset LED-display-domain-7digit (id=125921)
2024-03-20 14:55:37.835 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:5 is found and grabbed
2024-03-20 14:55:37.840 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 2 runs are busy and 2 runs have been attempted
2024-03-20 14:55:38.004 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset fri_c0_100_5 (id=3620)
2024-03-20 14:55:38.131 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:6 is found and grabbed
2024-03-20 14:55:38.137 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 3 runs have been attempted
2024-03-20 14:55:38.343 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset tic-tac-toe (id=49)
2024-03-20 14:56:08.665 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:3 is found and grabbed
2024-03-20 14:56:08.671 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 4 runs have been attempted
2024-03-20 14:56:08.860 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset pc3 (id=3903)
2024-03-20 14:56:09.258 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (1 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:56:10.444 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:4 is found and grabbed
2024-03-20 14:56:10.450 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 5 runs have been attempted
2024-03-20 14:56:10.653 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset visualizing_environmental (id=3602)
2024-03-20 14:56:11.120 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (3 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:56:11.122 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:5 is found and grabbed
2024-03-20 14:56:11.125 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 6 runs have been attempted
2024-03-20 14:56:11.296 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset blood-transfusion-service-center (id=145836)
2024-03-20 14:56:11.668 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (3 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:56:12.820 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:6 is found and grabbed
2024-03-20 14:56:12.828 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 7 runs have been attempted
2024-03-20 14:56:13.032 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset satimage (id=2074)
2024-03-20 14:56:13.413 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (4 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:56:41.769 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:3 is found and grabbed
2024-03-20 14:56:41.775 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 8 runs have been attempted
2024-03-20 14:56:41.983 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset fri_c3_100_5 (id=3779)
2024-03-20 14:56:42.445 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (5 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:56:43.719 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:5 is found and grabbed
2024-03-20 14:56:43.725 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 9 runs have been attempted
2024-03-20 14:56:43.933 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset phoneme (id=9952)
2024-03-20 14:56:44.347 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (7 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:56:44.348 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:4 is found and grabbed
2024-03-20 14:56:44.354 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 10 runs have been attempted
2024-03-20 14:56:44.563 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset wilt (id=146820)
2024-03-20 14:56:44.980 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (7 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:57:10.509 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:3 is found and grabbed
2024-03-20 14:57:10.515 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 11 runs have been attempted
2024-03-20 14:57:10.716 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset ada_agnostic (id=3896)
2024-03-20 14:57:11.142 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (8 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:57:11.958 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:6 is found and grabbed
2024-03-20 14:57:11.964 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 12 runs have been attempted
2024-03-20 14:57:12.159 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset heart-h (id=50)
2024-03-20 14:57:12.629 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (9 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:57:21.339 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:4 is found and grabbed
2024-03-20 14:57:21.345 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 13 runs have been attempted
2024-03-20 14:57:21.539 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset yeast (id=145793)
2024-03-20 14:57:22.038 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (10 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:57:22.558 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:5 is found and grabbed
2024-03-20 14:57:22.564 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 14 runs have been attempted
2024-03-20 14:57:22.756 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset semeion (id=9964)
2024-03-20 14:57:23.258 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (11 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:57:43.120 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:6 is found and grabbed
2024-03-20 14:57:43.125 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 15 runs have been attempted
2024-03-20 14:57:43.317 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset spambase (id=43)
2024-03-20 14:57:43.865 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (12 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:57:51.186 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:4 is found and grabbed
2024-03-20 14:57:51.191 | INFO     | tabularbench.sweeps.run_sweep:main_loop:91 - Currently, 3 runs are busy and 16 runs have been attempted
2024-03-20 14:57:51.399 | INFO     | tabularbench.sweeps.run_sweep:main_loop:109 - Start default run for Foundation on tabzilla_has_completed_runs with dataset Australian (id=146818)
2024-03-20 14:57:51.938 | INFO     | tabularbench.results.results_sweep:save:39 - Saved results (13 runs total) to outputs/2024-03-20/14-55-32/foundation-default-tabzilla_has_completed_runs/results_sweep.nc
2024-03-20 14:57:59.754 | INFO     | tabularbench.sweeps.run_sweep:main_loop:116 - A free device cuda:3 is found and grabbed
